Date,Adj Close,Adj High,Adj Low,Adj Open,Volume,Return,LogReturn,RollVol30,RollMean30
2019-01-02,2510.030029296875,2519.489990234375,2467.469970703125,2476.9599609375,3733160000,,,,
2019-01-03,2447.889892578125,2493.139892578125,2443.9599609375,2491.919921875,3858830000,-0.02475673039503723,-0.025068331818915546,,
2019-01-04,2531.93994140625,2538.070068359375,2474.330078125,2474.330078125,4234140000,0.03433571464262353,0.033759399060347306,,
2019-01-07,2549.68994140625,2566.159912109375,2524.56005859375,2535.610107421875,4133120000,0.007010434848680358,0.006985975995229765,,
2019-01-08,2574.409912109375,2579.820068359375,2547.56005859375,2568.110107421875,4120060000,0.009695285023358924,0.009648587336497094,,
2019-01-09,2584.9599609375,2595.320068359375,2568.889892578125,2580.0,4088740000,0.004098045450532162,0.004089671332821787,,
2019-01-10,2596.639892578125,2597.820068359375,2562.02001953125,2573.510009765625,3721300000,0.004518418782931244,0.004508241374462152,,
2019-01-11,2596.260009765625,2596.27001953125,2577.39990234375,2588.110107421875,3447460000,-0.00014629784190933748,-0.0001463085444823875,,
2019-01-14,2582.610107421875,2589.320068359375,2570.409912109375,2580.31005859375,3689370000,-0.005257525167898014,-0.005271394587249567,,
2019-01-15,2610.300048828125,2613.080078125,2585.10009765625,2585.10009765625,3601180000,0.010721688622945758,0.010664618879761001,,
2019-01-16,2616.10009765625,2625.760009765625,2612.679931640625,2614.75,3882180000,0.0022219854881162515,0.00221952052908847,,
2019-01-17,2635.9599609375,2645.06005859375,2606.360107421875,2609.280029296875,3802410000,0.0075914003822110665,0.007562730706236032,,
2019-01-18,2670.7099609375,2675.469970703125,2647.580078125,2651.27001953125,4009010000,0.01318305304897005,0.013096912839855257,,
2019-01-22,2632.89990234375,2657.8798828125,2617.27001953125,2657.8798828125,3923950000,-0.014157306164566674,-0.014258476827971656,,
2019-01-23,2638.699951171875,2653.18994140625,2612.860107421875,2643.47998046875,3358770000,0.0022029127742235755,0.0022004899194500993,,
2019-01-24,2642.330078125,2647.199951171875,2627.010009765625,2638.840087890625,3449230000,0.0013757255543636049,0.0013747801109778024,,
2019-01-25,2664.760009765625,2672.3798828125,2657.330078125,2657.43994140625,3821000000,0.008488694060713842,0.008452867700517785,,
2019-01-28,2643.85009765625,2644.969970703125,2624.06005859375,2644.969970703125,3630820000,-0.007846827493937836,-0.007877775848708524,,
2019-01-29,2640.0,2650.929931640625,2631.050048828125,2644.889892578125,3518070000,-0.0014562465775435074,-0.0014573079351150042,,
2019-01-30,2681.050048828125,2690.43994140625,2648.340087890625,2653.6201171875,3883270000,0.01554926091974429,0.015429609891559615,,
2019-01-31,2704.10009765625,2708.949951171875,2678.64990234375,2685.489990234375,4953800000,0.008597395948725328,0.0085606488097687,,
2019-02-01,2706.530029296875,2716.659912109375,2696.8798828125,2702.320068359375,3782490000,0.0008986100931438479,0.000898206584806438,,
2019-02-04,2724.8701171875,2724.989990234375,2698.75,2706.489990234375,3369450000,0.006776236617404008,0.006753381117479584,,
2019-02-05,2737.699951171875,2738.97998046875,2724.030029296875,2728.340087890625,3597620000,0.00470842037697472,0.004697370437350301,,
2019-02-06,2731.610107421875,2738.080078125,2724.14990234375,2735.050048828125,3486590000,-0.0022244379802809355,-0.0022269157175083265,,
2019-02-07,2706.050048828125,2719.320068359375,2687.260009765625,2717.530029296875,4114040000,-0.009357140143940179,-0.009401193202230651,,
2019-02-08,2707.8798828125,2708.070068359375,2681.830078125,2692.360107421875,3649510000,0.0006762010869560964,0.0006759725660128169,,
2019-02-11,2709.800048828125,2718.050048828125,2703.7900390625,2712.39990234375,3395330000,0.0007091030986317026,0.000708851803818078,,
2019-02-12,2744.72998046875,2748.18994140625,2722.610107421875,2722.610107421875,3843020000,0.0128902247439735,0.01280785290283859,,
2019-02-13,2753.030029296875,2761.85009765625,2748.6298828125,2750.300048828125,3684910000,0.003023994668760688,0.003019431593711097,,
2019-02-14,2745.72998046875,2757.89990234375,2731.22998046875,2743.5,3845390000,-0.002651641555101225,-0.0026551633836984223,0.16348863437924815,0.7679166844756647
2019-02-15,2775.60009765625,2775.659912109375,2760.239990234375,2760.239990234375,3648680000,0.01087875260858695,0.010820004664958027,0.14204225283606783,1.0672547417061078
2019-02-19,2779.760009765625,2787.330078125,2767.2900390625,2769.280029296875,3535270000,0.0014987433214488366,0.0014976213265915916,0.10979766271751185,0.7914241826082403
2019-02-20,2784.699951171875,2789.8798828125,2774.06005859375,2779.050048828125,3904830000,0.0017771107537685182,0.001775533560740783,0.10924107833743338,0.747464260210981
2019-02-21,2774.8798828125,2781.580078125,2764.550048828125,2780.239990234375,3598260000,-0.003526436790880272,-0.0035326693258417308,0.10888431860879626,0.6364017969713717
2019-02-22,2792.669921875,2794.199951171875,2779.110107421875,2780.669921875,3429350000,0.006411102394986878,0.006390638694711015,0.10937986986987353,0.6558314753047912
2019-02-25,2796.110107421875,2813.489990234375,2794.989990234375,2804.35009765625,3860260000,0.0012318625699112573,0.0012311044497517187,0.10929434961927945,0.6282244031154235
2019-02-26,2793.89990234375,2803.1201171875,2789.469970703125,2792.360107421875,3676200000,-0.0007904570968998437,-0.000790769672840419,0.10944536035648551,0.6228134653735031
